time	pagename	username	content	photo	video	link	like	kdv	kq	cmt	
	Quảng cáo	Phạm Kim Ánh	Beatvn  CÓ BÁC NÀO BIẾT VÌ SAO NÊN ĐỘI MŨ BẢO HIỂM ĐẠT CHUẨN?  Ai còn nghĩ đội mũ bảo hiểm đạt chuẩn là dễ hỏng tóc, nóng nực, tốn kém thì vào hết đây, để biết là đội mũ bảo hiểm đạt chuẩn có ích thế nào!  Mũ đạt chuẩn sẽ giảm tỉ lệ chấn thương vùng đầu, lại giảm tỉ lệ tử vong khi xảy ra va chạm giao thông bằng xe mô tô, xe hai bánh, đội mũ bảo hiểm đạt chuẩn và đúng cách chắc chắn là cách thiết thực nhất để bảo vệ bản thân và gia đình!  Đủ để thay ngay mấy chiếc mũ tạm không đảm bảo an toàn chưa nào? Cùng nâng cao ý thức khi tham gia giao thông nhé các homies!  #Hoisanhdi #Kiemdiemtacphong #Ghidiemgiaothong #VAMM				1	
	Quảng cáo	Đức Bách					0	
	Quảng cáo	Phạm Kim Ánh	Em gửi lên BeatVN  MÊ EM THÌ ÔM EM VỀ ĐI, CÒN DO DỰ, LÀ HẾT MẤT   Người đẹp nào mê Capybara thì chắc chắn không được do dự, phải hóng ngay chuỗi hoạt động sắp tới của CHIN-SU để ôm về gia đình Ớt bông đủ loại này! Đã Ớt bông CHIN-SU còn kết hợp với Capybara thì bảo đảm em nào cũng mê     CHIN-SU bật mí: Ớt bông Capybara sẽ là quà tặng của loạt hoạt động hè từ CHIN-SU. Cùng ad hóng hớt trên fanpage CHIN-SU để không lỡ tin mới nhất nha!				1	
	Quảng cáo	Phạm Kim Ánh		485984658_544021868742044_8191901516935421854_n.jpg			1	
	Quảng cáo	Icon for this message	Bài tiếp lên BeatVN nốt ạ  MALTO x JANG WON YOUNG: Cú bắt tay không phải ngẫu nhiên!  Dân tình tò mò vì sao “mỹ nữ ngàn năm có một" Jang Wonyoung lại chọn MALTO? Không cần đoán, vì cả hai chung tần số sống tích cực! Wonyoung có Lucky Vicky, MALTO có Shake It Off – combo này mà gặp nhau thì lỡ hít drama trên mạng nhiều cỡ nào, cuộc đời cũng hóa nhẹ tênh!    Comment: Coi cú bắt tay thế kỷ nhen: https://www.facebook.com/MALTOVIETNAM/videos/1068532185080086  #MALTO #ShakeItOff #MALTOShakeItOff #ChinguMALTO			https://www.facebook.com/MALTOVIETNAM/videos/1068532185080086	1	
	Quảng cáo	Phạm Kim Ánh		486244699_1698060774418364_8933858783960056131_n.jpg			1	
	Quảng cáo	Phạm Kim Ánh	Em gửi lên SGN    ĐÃ QUÁ “PEEKAPOO” ƠI! TINA THẢO THI BẤT NGỜ XÁC NHẬN SẼ LỒNG TIẾNG CHÍNH TRONG “CƯỚI MA GIẢI HẠN” - BOM TẤN GÂY CƯỜI NHẤT 2025 SẼ ĐỔ BỘ VIỆT NAM THÁNG 4 NÀY   Cười banh màn ảnh rộng là có thật nha quý vị!! Hiện tượng tấu hài gặp tiếng lồng tấu hề, ta nói nó hợp mà nó duyên thì thôi luôn á!  Tháng 4 này, cười sảng khoái, sái quai hàm cùng CƯỚI MA GIẢI HẠN tại các cụm rạp trên toàn quốc nha bà con!!   CƯỚI MA GIẢI HẠN CƯỚI  || PHIM CÓ CẢ BẢN LỒNG TIẾNG & PHỤ ĐỀ      09.04 - 10.04 SẼ CÓ SUẤT CHIẾU SỚM    11.04.2025 LÀ NGÀY CHIẾU CHÍNH THỨC   #CuoiMaGiaiHan #Bbillkin #PPKritt #TinaThaoThi				1	
	Quảng cáo	Phạm Kim Ánh		486530330_1729778531218060_4183990447511791593_n.png			1	
	Quảng cáo	Đức Bách	oke ạ				0	
	Quảng cáo	Nguyễn Nguyệt Ánh	BEATVN:  THUA ĐỜI 1-0, THUA BÉ 2-0, THẮC MẮC CỦA BÉ 2 TUỔI KHIẾN CÕI MẠNG RẦN RẦN ĐI ĐO CHIỀU CAO  Mới đây một anh zai than khổ thân trai 12 bến nước, sáng ra đang ngủ ngon thì bị vợ gọi dậy bế con để vợ đo chiều cao với sải tay, tất cả là tại đêm qua giang cư mận var nhau vì một câu hỏi của bé 2 tuổi     Cụ thể là trên chiếc logo trên hộp thuốc lại có 1 hình ảnh em bé 4 tay 4 chân nhưng mẹ không biết đó là gì. Các “khổng minh”, “gia cát lượng” đã vào cuộc với những đáp án dở khóc dở cười: từ em bé tập cardio, em bé tập thể dục, em bé chưa mặc quần áo…  Kết quả cuối cùng là 1 giang cư mận thông thái nhận ra sự trùng hợp giữa logo này với hình vẽ người Vitruvius của danh họa Leonardo da Vinci vào thế kỷ XV về tỷ lệ vàng cơ thể người là chiều dài sải tay bằng chiều cao cơ thể người  CĐM được phen rần rần chạy đi đo thử cho con lẫn người nhà thì mới ngã ngửa vì kết quả: Người thì bằng nhau chằn chặn, người thì “xấp xỉ” mấy phân, người thì lệch hẳn. Vợ anh zai này ham quá cũng gọi chồng ra đo thử thế là mất ngủ luôn, quá khổ. May mà sải tay với chiều cao con anh ý bằng nhau, chắc cũng đạt tỷ lệ vàng, chứ không là chưa được tha đâu =))				1	
